profile	frame_counter	ascent_rate_ms	latitude	longitude	altitude_m	vn_ms	ve_ms	vu_ms	battery_mv	tx_ma	system_temp_c	sats_used	fix_type	pdop	hdop	vdop	gps_week	tow_ms	cal_version	pressure_offset	temp_offset	humidity_offset	rf_tune_id	manufacturing_lot	raw_rssi_dbm	raw_snr_db	temperature_c	pressure_hpa	relative_humidity_pct	wind_dir_deg	wind_speed_ms	phase
5853	5853	-1.25	19.822338	72.882171	14784.0	-1.51	-6.51	-1.25	3508	123	-1.0	12	3	2.4	1.4	1.9	1869	75687000	2	-0.01	-0.09	-0.7	403	M4643053	-84	11.3	-64.1	152.8	14.0	77.0	6.7	descent
5854	5854	-1.0	19.822282	72.881943	14780.0	-1.56	-5.97	-1.0	3505	120	-0.7	9	3	2.4	1.6	1.8	1869	75691000	2	-0.17	-0.15	1.0	403	M4643053	-80	15.3	-64.0	152.9	12.0	75.0	6.2	descent
5855	5855	-1.0	19.822236	72.881714	14776.0	-1.29	-6.0	-1.0	3503	118	-1.2	11	3	2.1	1.7	1.2	1869	75695000	2	0.18	0.07	-0.5	403	M4643053	-82	17.6	-64.5	153.0	13.0	78.0	6.1	descent
5856	5856	-0.75	19.822197	72.8815	14773.0	-1.07	-5.59	-0.75	3512	124	-1.0	11	3	2.0	1.7	1.1	1869	75699000	2	-0.04	0.04	0.4	403	M4643053	-80	13.0	-64.1	153.1	12.0	79.0	5.7	descent
5857	5857	-1.0	19.822154	72.881269	14769.0	-1.2	-6.06	-1.0	3507	118	-0.6	8	3	2.1	0.8	1.9	1869	75703000	2	-0.09	0.01	0.5	403	M4643053	-84	12.3	-63.8	153.2	13.0	79.0	6.2	descent
5858	5858	-1.0	19.822116	72.881053	14765.0	-1.05	-5.64	-1.0	3511	119	-1.5	12	3	1.6	1.3	0.9	1869	75707000	2	0.23	-0.04	0.2	403	M4643053	-81	10.2	-64.4	153.3	12.0	79.0	5.7	descent
5859	5859	-1.0	19.822082	72.88084	14761.0	-0.95	-5.57	-1.0	3514	121	-1.3	10	3	2.4	1.4	1.9	1869	75711000	2	-0.2	-0.07	-0.3	403	M4643053	-80	14.6	-63.9	153.4	12.0	80.0	5.7	descent
5860	5860	-1.0	19.822042	72.880619	14757.0	-1.11	-5.79	-1.0	3506	118	-1.1	12	3	2.3	1.6	1.7	1869	75715000	2	-0.27	-0.13	0.6	403	M4643053	-88	10.8	-64.0	153.5	13.0	79.0	5.9	descent
5861	5861	-1.0	19.822005	72.880388	14753.0	-1.04	-6.04	-1.0	3501	117	-0.6	10	3	2.0	1.4	1.4	1869	75719000	2	0.16	0.08	-0.7	403	M4643053	-80	8.3	-64.2	153.6	13.0	80.0	6.1	descent
5862	5862	-1.0	19.821964	72.880169	14749.0	-1.14	-5.76	-1.0	3512	119	-1.0	10	3	2.5	1.8	1.7	1869	75723000	2	0.0	0.04	0.7	403	M4643053	-80	13.2	-64.0	153.6	12.0	79.0	5.9	descent
5863	5863	-1.0	19.821928	72.87996	14745.0	-1.0	-5.46	-1.0	3511	116	-0.6	11	3	1.9	1.2	1.5	1869	75727000	2	-0.25	-0.03	-0.2	403	M4643053	-80	16.5	-64.1	153.7	11.0	80.0	5.6	descent
5864	5864	-1.0	19.821889	72.87973	14741.0	-1.08	-6.02	-1.0	3507	118	-1.5	8	3	1.6	1.4	0.8	1869	75731000	2	-0.26	-0.16	1.0	403	M4643053	-87	14.7	-63.9	153.8	12.0	80.0	6.1	descent
5865	5865	-1.0	19.821854	72.879515	14737.0	-0.98	-5.61	-1.0	3499	123	-1.0	10	3	2.0	1.2	1.6	1869	75735000	2	-0.1	0.03	-0.9	403	M4643053	-88	12.7	-64.1	153.9	13.0	80.0	5.7	descent
5866	5866	-1.0	19.821829	72.879296	14733.0	-0.7	-5.76	-1.0	3503	118	-0.6	12	3	1.6	1.7	0.3	1869	75739000	2	0.06	0.13	0.9	403	M4643053	-82	9.0	-63.5	154.1	14.0	83.0	5.8	descent
5867	5867	-1.0	19.821805	72.879081	14729.0	-0.65	-5.62	-1.0	3512	118	-0.7	11	3	2.3	1.2	2.0	1869	75743000	2	-0.27	-0.15	-0.6	403	M4643053	-88	15.6	-63.6	154.1	12.0	83.0	5.7	descent
5868	5868	-1.0	19.821774	72.878859	14725.0	-0.88	-5.81	-1.0	3512	118	-0.6	10	3	2.2	1.6	1.5	1869	75747000	2	0.24	-0.14	0.1	403	M4643053	-84	14.5	-63.8	154.2	13.0	81.0	5.9	descent
5869	5869	-1.0	19.821752	72.878652	14721.0	-0.6	-5.42	-1.0	3506	118	-1.4	11	3	1.2	0.9	0.8	1869	75751000	2	-0.12	-0.04	-0.9	403	M4643053	-82	13.5	-63.7	154.3	13.0	84.0	5.5	descent
5870	5870	-0.75	19.821744	72.87845	14718.0	-0.22	-5.28	-0.75	3500	116	-0.8	10	3	1.1	1.6	0.3	1869	75755000	2	0.24	-0.17	-0.1	403	M4643053	-86	16.2	-63.8	154.4	13.0	88.0	5.3	descent
5871	5871	-1.0	19.821734	72.878225	14714.0	-0.29	-5.9	-1.0	3503	124	-0.6	11	3	1.8	1.7	0.6	1869	75759000	2	-0.28	0.07	-0.2	403	M4643053	-83	13.0	-64.0	154.5	11.0	87.0	5.9	descent
5872	5872	-1.0	19.82172	72.878026	14710.0	-0.37	-5.2	-1.0	3504	123	-0.8	12	3	2.3	1.1	2.0	1869	75763000	2	0.2	-0.01	0.9	403	M4643053	-87	10.0	-63.9	154.6	13.0	86.0	5.2	descent
5873	5873	-1.0	19.82171	72.877817	14706.0	-0.28	-5.48	-1.0	3502	120	-1.3	12	3	1.8	1.8	0.3	1869	75767000	2	0.03	-0.1	0.7	403	M4643053	-89	10.3	-63.5	154.7	12.0	87.0	5.5	descent
5874	5874	-1.0	19.821694	72.877614	14702.0	-0.44	-5.29	-1.0	3505	117	-0.4	8	3	1.4	1.8	0.3	1869	75771000	2	0.28	-0.09	0.2	403	M4643053	-83	10.2	-63.6	154.8	14.0	85.0	5.3	descent
5875	5875	-0.75	19.821677	72.877399	14699.0	-0.49	-5.64	-0.75	3501	120	-1.1	9	3	1.5	0.9	1.2	1869	75775000	2	-0.23	-0.08	0.4	403	M4643053	-84	12.5	-63.6	154.9	11.0	85.0	5.7	descent
5876	5876	-1.0	19.821668	72.877181	14695.0	-0.26	-5.7	-1.0	3508	124	-1.0	10	3	1.8	0.9	1.6	1869	75779000	2	-0.03	0.08	0.0	403	M4643053	-88	13.5	-63.7	155.0	12.0	87.0	5.7	descent
5877	5877	-1.0	19.821652	72.876982	14691.0	-0.42	-5.22	-1.0	3507	121	-0.5	9	3	2.2	0.8	2.0	1869	75783000	2	0.23	-0.08	-0.5	403	M4643053	-83	8.7	-63.9	155.1	10.0	85.0	5.2	descent
5878	5878	-1.0	19.821649	72.876783	14687.0	-0.1	-5.2	-1.0	3507	123	-0.5	10	3	1.4	1.6	0.3	1869	75787000	2	0.05	0.13	0.9	403	M4643053	-89	9.9	-63.7	155.2	11.0	89.0	5.2	descent
5879	5879	-1.0	19.821639	72.876574	14683.0	-0.27	-5.47	-1.0	3498	116	-0.9	8	3	2.2	1.1	1.9	1869	75791000	2	0.03	0.17	0.3	403	M4643053	-83	17.8	-63.6	155.3	13.0	87.0	5.5	descent
5880	5880	-1.0	19.821627	72.876384	14679.0	-0.34	-4.98	-1.0	3507	115	-0.9	12	3	2.5	1.2	2.2	1869	75795000	2	0.18	-0.05	-0.5	403	M4643053	-81	9.9	-63.3	155.4	11.0	86.0	5.0	descent
5881	5881	-1.0	19.821633	72.876171	14675.0	0.16	-5.57	-1.0	3510	124	-0.5	10	3	1.5	1.1	1.0	1869	75799000	2	-0.29	0.2	-0.6	403	M4643053	-84	17.3	-63.4	155.5	12.0	92.0	5.6	descent
5882	5882	-0.75	19.821622	72.87598	14672.0	-0.3	-5.01	-0.75	3502	120	-1.0	12	3	2.3	1.3	1.9	1869	75803000	2	0.07	-0.17	-0.9	403	M4643053	-85	17.0	-63.8	155.6	11.0	87.0	5.0	descent
5883	5883	-1.0	19.821609	72.875774	14668.0	-0.36	-5.4	-1.0	3505	120	-0.9	12	3	2.3	1.2	2.0	1869	75807000	2	0.03	0.19	0.3	403	M4643053	-89	16.5	-63.2	155.7	12.0	86.0	5.4	descent
5884	5884	-1.0	19.821604	72.875575	14664.0	-0.13	-5.2	-1.0	3502	119	-1.1	11	3	1.2	1.4	0.3	1869	75811000	2	-0.03	-0.16	0.9	403	M4643053	-86	15.0	-63.2	155.8	10.0	89.0	5.2	descent
5885	5885	-1.0	19.8216	72.875374	14660.0	-0.11	-5.28	-1.0	3504	117	-0.9	9	3	2.0	1.2	1.6	1869	75815000	2	0.29	0.07	0.9	403	M4643053	-89	12.5	-63.3	155.9	13.0	89.0	5.3	descent
5886	5886	-1.0	19.821592	72.875152	14656.0	-0.22	-5.79	-1.0	3503	117	-0.4	9	3	2.1	1.5	1.5	1869	75819000	2	-0.07	-0.02	-0.5	403	M4643053	-86	15.5	-63.4	156.0	12.0	88.0	5.8	descent
5887	5887	-1.0	19.8216	72.874948	14652.0	0.2	-5.34	-1.0	3500	116	-1.1	11	3	1.3	1.2	0.5	1869	75823000	2	-0.24	0.13	-0.6	403	M4643053	-86	12.5	-63.6	156.1	12.0	92.0	5.3	descent
5888	5888	-0.75	19.8216	72.874746	14649.0	0.02	-5.3	-0.75	3506	115	-0.4	9	3	2.4	1.7	1.7	1869	75827000	2	0.23	-0.13	-0.5	403	M4643053	-86	15.6	-63.3	156.2	13.0	90.0	5.3	descent
5889	5889	-1.0	19.821604	72.874543	14645.0	0.11	-5.31	-1.0	3498	118	-0.6	10	3	2.0	1.5	1.3	1869	75831000	2	-0.28	0.04	-0.6	403	M4643053	-82	11.0	-63.2	156.3	13.0	91.0	5.3	descent
5890	5890	-1.0	19.821607	72.874327	14641.0	0.08	-5.66	-1.0	3506	116	-1.0	9	3	2.0	1.2	1.6	1869	75835000	2	-0.21	-0.03	1.0	403	M4643053	-87	14.2	-63.1	156.4	12.0	91.0	5.7	descent
5891	5891	-1.0	19.821603	72.874118	14637.0	-0.11	-5.46	-1.0	3498	121	-0.4	11	3	2.1	1.2	1.7	1869	75839000	2	-0.01	-0.18	0.5	403	M4643053	-86	9.0	-63.2	156.5	12.0	89.0	5.5	descent
5892	5892	-0.75	19.821602	72.873905	14634.0	-0.03	-5.58	-0.75	3511	124	-0.3	8	3	2.3	1.8	1.4	1869	75843000	2	0.27	0.18	0.8	403	M4643053	-86	16.6	-63.2	156.6	12.0	90.0	5.6	descent
5893	5893	-1.0	19.821591	72.873677	14630.0	-0.31	-5.98	-1.0	3511	122	-0.7	8	3	1.4	1.5	0.3	1869	75847000	2	0.03	-0.06	0.8	403	M4643053	-83	11.2	-63.2	156.7	11.0	87.0	6.0	descent
5894	5894	-1.0	19.82159	72.873476	14626.0	-0.02	-5.25	-1.0	3502	122	-0.6	9	3	2.0	1.3	1.5	1869	75851000	2	0.03	0.14	-1.0	403	M4643053	-80	8.8	-62.9	156.7	11.0	90.0	5.3	descent
5895	5895	-0.75	19.82159	72.873272	14623.0	-0.01	-5.34	-0.75	3510	118	-0.6	8	3	1.9	1.4	1.3	1869	75855000	2	0.26	0.17	-0.5	403	M4643053	-81	13.3	-62.7	156.8	13.0	90.0	5.3	descent
5896	5896	-1.0	19.821584	72.873068	14619.0	-0.15	-5.34	-1.0	3508	120	-0.8	8	3	1.1	1.4	0.3	1869	75859000	2	0.24	0.04	0.1	403	M4643053	-89	18.0	-63.0	156.9	11.0	88.0	5.3	descent
5897	5897	-1.0	19.821586	72.87285	14615.0	0.04	-5.7	-1.0	3504	121	-1.0	10	3	1.6	1.0	1.2	1869	75863000	2	-0.2	0.19	-0.5	403	M4643053	-89	10.1	-63.0	157.0	11.0	90.0	5.7	descent
5898	5898	-1.0	19.821583	72.872629	14611.0	-0.07	-5.78	-1.0	3503	121	-0.8	8	3	1.7	1.0	1.4	1869	75867000	2	-0.21	-0.14	0.6	403	M4643053	-83	15.0	-63.1	157.1	12.0	89.0	5.8	descent
5899	5899	-1.0	19.821577	72.872395	14607.0	-0.17	-6.15	-1.0	3507	121	-0.8	8	3	1.8	1.7	0.6	1869	75871000	2	-0.26	-0.18	-0.3	403	M4643053	-89	14.6	-63.0	157.2	11.0	88.0	6.1	descent
5900	5900	-1.0	19.821581	72.872177	14603.0	0.11	-5.7	-1.0	3508	115	-1.1	12	3	2.2	1.0	2.0	1869	75875000	2	0.13	0.02	0.9	403	M4643053	-84	10.2	-62.7	157.3	12.0	91.0	5.7	descent
5901	5901	-1.0	19.821579	72.871935	14599.0	-0.06	-6.34	-1.0	3499	119	-0.9	9	3	1.4	1.1	0.9	1869	75879000	2	-0.15	0.13	0.5	403	M4643053	-88	12.8	-62.8	157.4	12.0	89.0	6.3	descent
5902	5902	-0.75	19.821579	72.871701	14596.0	-0.02	-6.11	-0.75	3508	124	-1.0	9	3	1.6	0.9	1.3	1869	75883000	2	-0.18	-0.11	0.7	403	M4643053	-86	16.9	-63.1	157.5	11.0	90.0	6.1	descent
5903	5903	-1.0	19.821569	72.87149	14592.0	-0.28	-5.53	-1.0	3508	115	-0.4	11	3	1.7	1.5	0.8	1869	75887000	2	0.27	0.07	-0.3	403	M4643053	-85	11.4	-63.0	157.6	12.0	87.0	5.5	descent
5904	5904	-1.0	19.821558	72.871272	14588.0	-0.29	-5.7	-1.0	3505	117	-0.4	10	3	2.5	1.1	2.2	1869	75891000	2	-0.03	0.11	-0.8	403	M4643053	-89	12.4	-63.1	157.7	12.0	87.0	5.7	descent
5905	5905	-0.75	19.82156	72.871049	14585.0	0.04	-5.84	-0.75	3503	120	-0.6	11	3	1.9	1.3	1.4	1869	75895000	2	0.03	0.2	-0.8	403	M4643053	-87	8.5	-62.9	157.8	12.0	90.0	5.8	descent
5906	5906	-1.0	19.821552	72.870823	14581.0	-0.2	-5.91	-1.0	3508	124	-0.8	10	3	2.2	1.3	1.8	1869	75899000	2	-0.07	-0.12	-0.2	403	M4643053	-83	17.1	-63.0	157.9	11.0	88.0	5.9	descent
5907	5907	-1.0	19.821547	72.87058	14577.0	-0.14	-6.38	-1.0	3508	119	-0.7	11	3	1.4	1.2	0.7	1869	75903000	2	0.17	0.14	0.3	403	M4643053	-88	17.6	-62.6	158.0	13.0	89.0	6.4	descent
5908	5908	-1.0	19.821554	72.87036	14573.0	0.17	-5.76	-1.0	3510	116	-0.4	9	3	2.0	1.4	1.4	1869	75907000	2	-0.15	-0.05	-0.9	403	M4643053	-84	16.2	-62.9	158.1	13.0	92.0	5.8	descent
5909	5909	-1.0	19.821549	72.870135	14569.0	-0.12	-5.89	-1.0	3508	124	-1.0	11	3	1.5	1.2	0.9	1869	75911000	2	0.29	-0.13	-0.3	403	M4643053	-86	17.0	-62.5	158.2	10.0	89.0	5.9	descent
5910	5910	-1.0	19.821553	72.869912	14565.0	0.1	-5.82	-1.0	3499	124	-0.2	9	3	2.0	1.7	1.1	1869	75915000	2	0.12	-0.05	0.1	403	M4643053	-83	11.9	-62.5	158.3	12.0	91.0	5.8	descent
5911	5911	-0.75	19.821555	72.869674	14562.0	0.07	-6.24	-0.75	3496	123	-0.1	12	3	1.7	1.8	0.3	1869	75919000	2	-0.11	0.08	0.1	403	M4643053	-81	13.9	-62.5	158.4	10.0	91.0	6.2	descent
5912	5912	-1.0	19.82155	72.869423	14558.0	-0.14	-6.57	-1.0	3507	122	-0.7	11	3	2.1	1.1	1.8	1869	75923000	2	0.23	0.14	-0.0	403	M4643053	-82	13.7	-62.5	158.5	9.0	89.0	6.6	descent
5913	5913	-0.75	19.821545	72.869175	14555.0	-0.13	-6.48	-0.75	3503	121	-0.6	10	3	2.2	1.2	1.8	1869	75927000	2	0.17	0.09	0.2	403	M4643053	-84	14.0	-62.6	158.6	12.0	89.0	6.5	descent
5914	5914	-1.0	19.821545	72.868952	14551.0	-0.02	-5.84	-1.0	3497	118	-0.9	8	3	1.9	1.1	1.5	1869	75931000	2	0.19	-0.11	0.4	403	M4643053	-86	11.8	-62.7	158.7	10.0	90.0	5.8	descent
5915	5915	-1.0	19.821534	72.868703	14547.0	-0.28	-6.54	-1.0	3500	121	-0.5	9	3	1.7	1.7	0.3	1869	75935000	2	0.12	0.03	0.9	403	M4643053	-86	11.0	-62.2	158.8	11.0	88.0	6.5	descent
5916	5916	-1.0	19.821539	72.868469	14543.0	0.13	-6.11	-1.0	3506	116	-1.1	12	3	1.6	0.9	1.3	1869	75939000	2	0.29	0.09	-0.4	403	M4643053	-81	8.5	-62.7	158.9	12.0	91.0	6.1	descent
5917	5917	-0.75	19.821535	72.868238	14540.0	-0.11	-6.06	-0.75	3502	119	-0.6	9	3	1.6	0.9	1.3	1869	75943000	2	0.18	-0.17	-0.0	403	M4643053	-85	16.8	-62.7	159.0	11.0	89.0	6.1	descent
5918	5918	-1.0	19.821541	72.868013	14536.0	0.18	-5.89	-1.0	3498	122	-0.2	9	3	1.3	1.3	0.3	1869	75947000	2	0.2	-0.05	0.6	403	M4643053	-89	14.7	-62.6	159.1	9.0	92.0	5.9	descent
5919	5919	-1.0	19.821541	72.867764	14532.0	-0.02	-6.5	-1.0	3502	118	-0.9	8	3	2.1	1.6	1.4	1869	75951000	2	0.24	0.12	-0.6	403	M4643053	-83	9.1	-62.8	159.2	11.0	90.0	6.5	descent
5920	5920	-1.0	19.821533	72.867533	14528.0	-0.22	-6.07	-1.0	3502	119	-0.5	12	3	2.2	1.2	1.8	1869	75955000	2	-0.07	0.02	0.5	403	M4643053	-83	11.6	-62.5	159.3	9.0	88.0	6.1	descent
5921	5921	-1.0	19.821545	72.86728	14524.0	0.34	-6.62	-1.0	3506	118	-0.6	9	3	1.6	1.1	1.2	1869	75959000	2	-0.24	0.14	0.8	403	M4643053	-88	14.4	-62.3	159.4	12.0	93.0	6.6	descent
5922	5922	-0.75	19.821555	72.86702	14521.0	0.26	-6.8	-0.75	3504	116	-1.1	11	3	1.2	1.8	0.3	1869	75963000	2	-0.24	-0.01	-0.5	403	M4643053	-83	16.3	-62.7	159.5	11.0	92.0	6.8	descent
5923	5923	-1.0	19.821571	72.866761	14517.0	0.46	-6.78	-1.0	3503	116	-0.7	12	3	1.9	0.8	1.7	1869	75967000	2	0.12	-0.19	0.6	403	M4643053	-89	14.2	-62.6	159.6	10.0	94.0	6.8	descent
5924	5924	-0.75	19.821574	72.866521	14514.0	0.07	-6.28	-0.75	3503	117	-0.4	9	3	1.6	1.5	0.6	1869	75971000	2	-0.2	0.12	-0.1	403	M4643053	-87	9.5	-62.1	159.6	11.0	91.0	6.3	descent
5925	5925	-1.0	19.821569	72.866253	14510.0	-0.15	-7.02	-1.0	3501	119	-1.0	12	3	2.3	0.8	2.2	1869	75975000	2	0.01	-0.14	0.1	403	M4643053	-83	8.4	-62.2	159.7	10.0	89.0	7.0	descent
5926	5926	-1.0	19.821572	72.865993	14506.0	0.09	-6.81	-1.0	3504	119	-0.9	8	3	1.5	1.3	0.7	1869	75979000	2	0.14	-0.18	0.1	403	M4643053	-82	14.8	-62.3	159.9	10.0	91.0	6.8	descent
5927	5927	-1.0	19.821577	72.865732	14502.0	0.13	-6.84	-1.0	3508	117	-0.4	11	3	1.9	1.4	1.3	1869	75983000	2	-0.02	0.18	0.2	403	M4643053	-87	10.1	-62.5	160.0	10.0	91.0	6.8	descent
5928	5928	-1.0	19.821595	72.865478	14498.0	0.52	-6.64	-1.0	3505	119	-0.5	8	3	1.6	1.5	0.6	1869	75987000	2	-0.21	-0.13	-0.0	403	M4643053	-89	16.8	-62.4	160.0	11.0	94.0	6.7	descent
5929	5929	-0.75	19.821598	72.865232	14495.0	0.09	-6.45	-0.75	3508	123	-0.2	11	3	1.4	1.6	0.3	1869	75991000	2	0.29	-0.12	0.1	403	M4643053	-82	17.4	-62.5	160.1	9.0	91.0	6.4	descent
5930	5930	-1.0	19.82161	72.864981	14491.0	0.32	-6.56	-1.0	3510	120	-1.1	11	3	1.6	1.1	1.2	1869	75995000	2	-0.27	0.07	-0.0	403	M4643053	-84	10.2	-62.3	160.2	9.0	93.0	6.6	descent
5931	5931	-1.0	19.821633	72.864715	14487.0	0.63	-6.97	-1.0	3503	115	-0.6	10	3	1.7	1.4	1.0	1869	75999000	2	-0.08	0.09	-0.2	403	M4643053	-82	11.5	-62.4	160.3	9.0	95.0	7.0	descent
5932	5932	-1.0	19.821649	72.864458	14483.0	0.46	-6.73	-1.0	3508	120	-0.7	10	3	2.4	1.8	1.6	1869	76003000	2	0.14	0.15	-0.8	403	M4643053	-88	12.5	-62.4	160.4	11.0	94.0	6.7	descent
5933	5933	-0.75	19.821662	72.864197	14480.0	0.36	-6.85	-0.75	3496	122	-0.5	11	3	1.2	1.0	0.7	1869	76007000	2	-0.21	0.18	0.7	403	M4643053	-82	16.4	-62.2	160.5	11.0	93.0	6.9	descent
5934	5934	-1.0	19.821677	72.863954	14476.0	0.43	-6.36	-1.0	3496	122	-0.9	8	3	1.4	1.7	0.3	1869	76011000	2	0.14	0.09	-0.0	403	M4643053	-88	12.1	-62.0	160.6	10.0	94.0	6.4	descent
5935	5935	-1.0	19.821698	72.86371	14472.0	0.56	-6.37	-1.0	3498	118	-0.2	9	3	1.5	1.1	1.0	1869	76015000	2	-0.2	-0.14	-0.6	403	M4643053	-81	9.1	-62.1	160.7	9.0	95.0	6.4	descent
5936	5936	-0.75	19.821709	72.863468	14469.0	0.32	-6.36	-0.75	3501	123	-0.6	11	3	1.9	1.3	1.4	1869	76019000	2	-0.26	0.15	-0.3	403	M4643053	-83	8.8	-61.8	160.8	10.0	93.0	6.4	descent
5937	5937	-1.0	19.821726	72.863204	14465.0	0.48	-6.91	-1.0	3504	115	-0.9	10	3	2.1	1.2	1.7	1869	76023000	2	-0.1	-0.04	-0.8	403	M4643053	-87	12.6	-62.0	160.9	12.0	94.0	6.9	descent
5938	5938	-0.75	19.821736	72.862936	14462.0	0.27	-7.01	-0.75	3504	122	-0.3	8	3	1.5	1.3	0.7	1869	76027000	2	0.19	-0.04	-0.4	403	M4643053	-86	8.9	-61.9	161.0	10.0	92.0	7.0	descent
5939	5939	-1.0	19.821741	72.862673	14458.0	0.15	-6.89	-1.0	3508	121	-0.5	8	3	2.4	0.9	2.2	1869	76031000	2	-0.2	-0.02	-0.9	403	M4643053	-81	12.8	-62.3	161.1	12.0	91.0	6.9	descent
5940	5940	-1.0	19.821761	72.862425	14454.0	0.55	-6.49	-1.0	3498	117	-0.3	9	3	2.5	1.3	2.1	1869	76035000	2	-0.05	-0.02	0.7	403	M4643053	-84	11.9	-61.7	161.2	9.0	95.0	6.5	descent
5941	5941	-0.75	19.821772	72.862163	14451.0	0.3	-6.85	-0.75	3503	123	-0.3	8	3	2.5	1.5	2.0	1869	76039000	2	-0.14	-0.13	0.5	403	M4643053	-86	13.8	-61.9	161.3	11.0	92.0	6.9	descent
5942	5942	-1.0	19.821778	72.861916	14447.0	0.18	-6.48	-1.0	3502	116	-0.5	9	3	1.4	1.4	0.3	1869	76043000	2	0.21	-0.01	-0.1	403	M4643053	-81	9.8	-61.8	161.4	10.0	92.0	6.5	descent
5943	5943	-1.0	19.821805	72.861626	14443.0	0.75	-7.59	-1.0	3498	121	-0.3	11	3	2.0	1.3	1.5	1869	76047000	2	0.02	-0.17	-0.2	403	M4643053	-85	11.6	-62.1	161.5	9.0	96.0	7.6	descent
5944	5944	-0.75	19.821814	72.861369	14440.0	0.26	-6.74	-0.75	3503	123	-0.7	11	3	1.9	1.5	1.2	1869	76051000	2	-0.09	0.04	0.5	403	M4643053	-83	16.4	-62.0	161.6	10.0	92.0	6.7	descent
5945	5945	-1.0	19.821826	72.861112	14436.0	0.32	-6.73	-1.0	3500	116	-0.4	10	3	1.7	1.2	1.2	1869	76055000	2	-0.02	-0.06	-0.6	403	M4643053	-87	16.1	-61.8	161.7	9.0	93.0	6.7	descent
5946	5946	-0.75	19.821824	72.860834	14433.0	-0.05	-7.26	-0.75	3495	124	-0.0	11	3	1.9	1.2	1.5	1869	76059000	2	-0.1	0.07	0.7	403	M4643053	-84	14.2	-61.7	161.7	9.0	90.0	7.3	descent
5947	5947	-0.75	19.821839	72.860543	14430.0	0.4	-7.63	-0.75	3503	123	-0.2	11	3	2.1	1.5	1.5	1869	76063000	2	-0.13	0.01	0.1	403	M4643053	-83	16.6	-61.9	161.8	9.0	93.0	7.6	descent
5948	5948	-1.0	19.821845	72.860275	14426.0	0.17	-7.01	-1.0	3502	124	-0.0	9	3	2.5	1.8	1.7	1869	76067000	2	0.22	-0.05	0.8	403	M4643053	-80	13.4	-61.9	161.9	9.0	91.0	7.0	descent
5949	5949	-0.75	19.821852	72.860007	14423.0	0.2	-7.03	-0.75	3499	117	-0.2	9	3	2.2	1.7	1.4	1869	76071000	2	0.03	0.05	-0.4	403	M4643053	-86	10.6	-61.9	162.0	11.0	92.0	7.0	descent
5950	5950	-1.0	19.821852	72.859734	14419.0	-0.01	-7.15	-1.0	3504	115	-0.8	12	3	2.3	1.3	1.9	1869	76075000	2	0.28	-0.04	0.1	403	M4643053	-84	9.2	-61.8	162.1	11.0	90.0	7.2	descent
5951	5951	-0.75	19.821863	72.85945	14416.0	0.31	-7.42	-0.75	3503	120	-0.7	8	3	1.2	1.3	0.3	1869	76079000	2	-0.18	0.05	0.4	403	M4643053	-80	9.6	-61.5	162.2	9.0	92.0	7.4	descent
5952	5952	-1.0	19.821876	72.859153	14412.0	0.35	-7.79	-1.0	3509	118	-0.2	12	3	1.6	1.5	0.6	1869	76083000	2	0.2	0.13	0.2	403	M4643053	-83	9.3	-61.6	162.3	9.0	93.0	7.8	descent
5953	5953	-1.0	19.821879	72.858875	14408.0	0.09	-7.28	-1.0	3502	115	-0.9	11	3	2.4	0.9	2.2	1869	76087000	2	-0.16	0.02	-0.8	403	M4643053	-82	12.5	-61.7	162.4	11.0	91.0	7.3	descent
5954	5954	-1.0	19.821881	72.858591	14404.0	0.07	-7.42	-1.0	3495	123	-0.8	8	3	1.3	1.5	0.3	1869	76091000	2	-0.17	-0.14	-0.9	403	M4643053	-83	9.4	-61.5	162.5	11.0	91.0	7.4	descent
5955	5955	-0.75	19.821876	72.858321	14401.0	-0.15	-7.07	-0.75	3504	117	-0.4	12	3	2.1	1.1	1.8	1869	76095000	2	-0.07	0.11	1.0	403	M4643053	-85	15.8	-61.3	162.6	9.0	89.0	7.1	descent
5956	5956	-1.0	19.821885	72.85803	14397.0	0.26	-7.62	-1.0	3498	120	-0.6	11	3	1.5	1.3	0.7	1869	76099000	2	-0.25	-0.04	-0.5	403	M4643053	-86	11.6	-61.4	162.7	8.0	92.0	7.6	descent
5957	5957	-1.0	19.821887	72.857728	14393.0	0.05	-7.9	-1.0	3508	121	-0.4	10	3	2.2	0.8	2.0	1869	76103000	2	-0.08	-0.2	-0.8	403	M4643053	-88	17.2	-61.7	162.8	10.0	90.0	7.9	descent
5958	5958	-0.75	19.821879	72.857459	14390.0	-0.23	-7.06	-0.75	3503	116	-0.5	12	3	1.9	1.7	0.8	1869	76107000	2	-0.04	-0.17	-0.3	403	M4643053	-84	12.7	-61.8	162.9	7.0	88.0	7.1	descent
5959	5959	-1.0	19.821866	72.857158	14386.0	-0.36	-7.87	-1.0	3504	117	-0.7	8	3	1.5	1.5	0.3	1869	76111000	2	-0.08	-0.12	-0.3	403	M4643053	-83	11.2	-61.7	163.0	9.0	87.0	7.9	descent
5960	5960	-0.75	19.821873	72.856861	14383.0	0.2	-7.78	-0.75	3504	116	-0.4	9	3	1.3	1.4	0.3	1869	76115000	2	0.19	0.09	0.2	403	M4643053	-87	8.8	-61.7	163.1	8.0	92.0	7.8	descent
